no;questions;category0
2999;Who is the actress Bette Davis once said she wished she looked like ?;HUMAN
3000;Who portrayed The Cowardly Lion in The Wizard of Oz ?;HUMAN
3001;What does a chiropodist treat ?;ENTITY
3002;What is porphyria ?;DESCRIPTION
3003;What gate opened on East and West Berlin ?;LOCATION
3004;Who was the first king of England ?;HUMAN
3005;What made the Finger Lakes in western New York state ?;DESCRIPTION
3006;In what movie is the number nine found in the title ?;ENTITY
3007;How many calories are there in soy sauce ?;NUMERIC
3008;Who killed Kurt Cobain ?;HUMAN
3009;Who created the monster in Mary Shelley 's novel Frankenstein ?;HUMAN
3010;What 's the farthest planet from the sun ?;LOCATION
3011;Why does the sun shine only a short time in Alaska ?;DESCRIPTION
3012;What chemical in red wine is good for the heart and what exactly does it do to your body ?;ENTITY
3013;How does blood clot ?;DESCRIPTION
3014;How big is our galaxy in diameter ?;NUMERIC
3015;What product `` doubles your pleasure , doubles your fun '' ?;ENTITY
3016;When is a woman most fertile ?;NUMERIC
3017;What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?;HUMAN
3018;Who was the first man to return to space ?;HUMAN
3019;What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?;ENTITY
3020;Who gave Abbie Hoffman his first dose of LSD ?;HUMAN
3021;What effect does friction have on perpetual motion ?;DESCRIPTION
3022;What did the Seven Dwarfs do for a living ?;HUMAN
3023;What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?;HUMAN
3024;Who shot Billy the Kid ?;HUMAN
3025;What is he doing now ?;DESCRIPTION
3026;What Mormon leader was said to have had 27 wives ?;HUMAN
3027;What video format was an alternative to VHS ?;ENTITY
3028;Where did the term `` 69 '' come from ?;DESCRIPTION
3029;What is money made of ?;ENTITY
3030;What 's the name of a hotel in Indianapolis ?;LOCATION
3031;How many people in Tucson ?;NUMERIC
3032;Where is Melbourne ?;LOCATION
3033;With whom did Bush compare Saddam Hussein ?;HUMAN
3034;What country was Mikhail Gorbachev the leader of ?;LOCATION
3035;What is the recommended weight of a 15 year-old male that is 5 , 6 ?;NUMERIC
3036;What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?;HUMAN
3037;What is the largest county in size in Massachusetts ?;LOCATION
3038;What is the name of the brilliant British economist behind its creation ?;HUMAN
3039;Who played Sally Rogers on The Dick Van Dyke Show ?;HUMAN
3040;What is it like to experience a near death episode ?;DESCRIPTION
3041;What mythical figure carries an hourglass and a scythe ?;HUMAN
3042;How much is a Canadian 1967 twenty dollar gold coin worth ?;NUMERIC
3043;Why didn 't European colonial rule spread until after the first and second industrial revolutions ?;DESCRIPTION
3044;What natural attractions draw the most visitors in the United States ?;LOCATION
3045;What presidential administration challenged Americans to explore The New Frontier ?;HUMAN
3046;How many years did Sleeping Beauty sleep ?;NUMERIC
3047;How long does it take for your body to restore blood after you donate your blood ?;NUMERIC
3048;How do I know someone is truly in love with me ?;DESCRIPTION
3049;Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?;ENTITY
3050;What is literary criticism ?;DESCRIPTION
3051;How do you throw a housewarming party ?;DESCRIPTION
3052;What international sport was originally called hurley ?;ENTITY
3053;What river runs through Liverpool ?;LOCATION
3054;What famous British actor lost his voice after an operation in 1966 ?;HUMAN
3055;What does the term 3 mean to a newspaper editor ?;DESCRIPTION
3056;What company makes impulse hardening equipment ?;HUMAN
3057;What country was Kim Philby really working for ?;LOCATION
3058;What does Freddy Freeman say to become Captain Marvel Jr. ?;DESCRIPTION
3059;What country was Hitler the chancellor of ?;LOCATION
3060;What is Rona Barrett 's married name ?;HUMAN
3061;How many years make up a lustrum ?;NUMERIC
3062;What are close encounters of the first and second kind ?;ENTITY
3063;Who is the mathematician that won the Noble Prize for Literature in 1950 ?;HUMAN
3064;Which glamorous actress is a close friend of Dick Tracy ?;HUMAN
3065;What 1956 Grace Metalious novel was on the best-seller list for two years ?;ENTITY
3066;Name the three races unleashed by the Celestials in Marvel comics .;HUMAN
3067;How old is the Italian artist Maurizio Pellegrin ?;NUMERIC
3068;What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?;HUMAN
3069;What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?;DESCRIPTION
3070;What North American city would you visit to see Cleopatra 's Needle ?;LOCATION
3071;When was the NFL established ?;NUMERIC
3072;Where can I find an Ask An Expert site ?;LOCATION
3073;What writer-journalist made his mark describing colorful Broadway and underworld characters ?;HUMAN
3074;What U.S. state has the lowest highest elevation at 6 feet ?;LOCATION
3075;What are the residents of the island of Lesbos called ?;HUMAN
3076;What is the organizational structure of the New Delhi Indira Gandhi airport ?;ENTITY
3077;At Christmas time , what is the traditional thing to do under the mistletoe ?;ENTITY
3078;What baseball great plugged Mr. Coffee ?;HUMAN
3079;What international amateur sports spectacle was first telecast in 1956 ?;ENTITY
3080;What is the origin of the word `` amen '' ?;DESCRIPTION
3081;Who 's baby was Sweet Pea on the Popeye cartoon ?;HUMAN
3082;Where is Mile High Stadium ?;LOCATION
3083;What were Baffin , Frobisher and Franklin looking for ?;ENTITY
3084;What is limbo ?;DESCRIPTION
3085;What city contains the district of Hell 's Kitchen ?;LOCATION
3086;What interesting method was used to run the credits in the early Popeye cartoons ?;ENTITY
3087;What are the stars made of ?;ENTITY
3088;What English physician was born on January 18 , 1779 and went on to create two important inventions ?;HUMAN
3089;Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?;HUMAN
3090;How fast must a spacecraft travel to escape Earth 's gravity ?;NUMERIC
3091;What apostle is Taylor Caldwell 's Great Lion of God ?;HUMAN
3092;How many rings are there on a five-zone archery target ?;NUMERIC
3093;What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?;ENTITY
3094;What element , from the Periodic Table , is a gas or a solid , but never a liquid ?;ENTITY
3095;What is a tonne ?;DESCRIPTION
3096;Which one of the Great Lakes is entirely within U.S. territory ?;LOCATION
3097;What is DEET ?;ABBREVIATION
3098;What company sells the most greeting cards ?;HUMAN
3099;What U.S. state has sagebrush as its state flower ?;LOCATION
3100;What is the Bernoulli Principle ?;DESCRIPTION
3101;What 's comic strip photographer Peter Parker 's secret identity ?;HUMAN
3102;What is difference between a poster and a print ?;DESCRIPTION
3103;In which sport is there a `` scrum '' ?;ENTITY
3104;What are the best ways to improve employee morale at low cost ?;ENTITY
3105;What nationality is Pope John Paul II ?;LOCATION
3106;What is false consciousness ?;DESCRIPTION
3107;How did the Great Depression affect Japan 's history ?;DESCRIPTION
3108;Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?;ENTITY
3109;Where are some great educational resources for parents and teachers ?;LOCATION
3110;How many Israeli athletes were killed at the Munich Olympics ?;NUMERIC
3111;What is the Scotch `` for people who know the difference '' ?;ENTITY
3112;When was Richard Nixon born ?;NUMERIC
3113;What New York City landmark has 168 steps to its crown ?;LOCATION
3114;Where is the Bulls basketball team based ?;LOCATION
3115;What is the recomended age to switch a child from a crib to a bed ?;NUMERIC
3116;Which Rockefeller was sometimes called `` JDR3 '' ?;HUMAN
3117;When is the Sun closest to the Earth ?;NUMERIC
3118;What are some chemical properties of mendelevium ?;DESCRIPTION
3119;What is the average hours per months spent online by AOL users ?;NUMERIC
3120;Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?;HUMAN
3121;What is the origin of the word `` sideburns '' ?;DESCRIPTION
3122;The trials resulting from World War II are known as what ?;ENTITY
3123;What started in 1849 when gold was discovered at Sutter 's Mill ?;ENTITY
3124;What is a First World country ?;DESCRIPTION
3125;Who was Shakespeare 's Moorish general ?;HUMAN
3126;What 's the second-highest mountain in the world ?;LOCATION
3127;What country was Erich Honecker the leader of ?;LOCATION
3128;How does salt melt ice and snow ?;DESCRIPTION
3129;What two Japanese cities are spelled with the letters K , O , O , T and Y ?;LOCATION
3130;What does laser stand for ?;DESCRIPTION
3131;Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?;HUMAN
3132;Where did Wile E. Coyote always get his devices ?;LOCATION
3133;How far away is the moon ?;NUMERIC
3134;What famous film and TV cowboy lent his name to a fast food chain ?;HUMAN
3135;What is mandibulofacial dysostosis ?;DESCRIPTION
3136;What was the reason for the partition of the Anglican and Vatican churches ?;DESCRIPTION
3137;What is Butterfield 8 in Butterfield 8 ?;DESCRIPTION
3138;Who famously rode to warn the people of Massachusetts that the British were coming ?;HUMAN
3139;What is DTMF ?;ABBREVIATION
3140;Name a movie that the actress , Sandra Bullock , had a role in .;ENTITY
3141;What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?;ENTITY
3142;Who commanded the French forces at the Battle of Orleans ?;HUMAN
3143;Where can an individual get a contact lens tested that burned the entire surface of eye when new ?;LOCATION
3144;What countries does the Mont Blanc Tunnel join ?;LOCATION
3145;What ill-fated craft was captained by Ernst Lehmann ?;ENTITY
3146;When did Amtrak begin operations ?;NUMERIC
3147;How many bones are in the human hand ?;NUMERIC
3148;How many chemical elements are there ?;NUMERIC
3149;What eastern state sprouted the first commercial nuclear power plant in the U.S. ?;LOCATION
3150;What are the three most populated countries in the world ?;LOCATION
3151;Who led the opposition when Konrad Adenauer was Chancellor in Germany ?;HUMAN
3152;What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?;NUMERIC
3153;What is the youngest age a boy or girl can have an orgasm ?;NUMERIC
3154;What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?;ENTITY
3155;What is the origin of the candy cane at Christmas ?;DESCRIPTION
3156;What is the brand name of a chemical used to control ripening ?;ENTITY
3157;What terror of the sea did Johnny Horton sing about ?;ENTITY
3158;What is the largest office block in the world ?;LOCATION
3159;Who turned all he touched to gold ?;HUMAN
3160;What is the medical term for cancer of the blood ?;ENTITY
3161;Who plays shortstop for Charlie Brown 's baseball team ?;HUMAN
3162;What country did the Romans call Hibernia ?;LOCATION
3163;Who was the most famous food editor of The New York Times ?;HUMAN
3164;How many dogs pull a sled in the Iditarod ?;NUMERIC
3165;What 's a male witch called ?;ENTITY
3166;How long does cocaine stay in your system ?;NUMERIC
3167;What two countries fought the Hundred Years ' War ?;LOCATION
3168;Who was the last U.S. president to reinstate Selective Service registration ?;HUMAN
3169;On which dates does the running of the bulls occur in Pamplona , Spain ?;NUMERIC
3170;What was the name of the lawyer who represented Randy Steven Craft ?;HUMAN
3171;What happens to used motor oil ?;DESCRIPTION
3172;What is the most commonly used 1 letter word in the English language ?;ENTITY
3173;What actress 's autobiography is titled Shelley : Also Known as Shirley ?;HUMAN
3174;How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?;NUMERIC
3175;How did the 7th inning stretch get started ?;DESCRIPTION
3176;Who lived on the shores of the Gitchee Gumee River ?;HUMAN
3177;What did Tristan come back as ?;ENTITY
3178;What country will hit the year 2 first ?;LOCATION
3179;What colors make up a rainbow ?;ENTITY
3180;What war did Johnny Reb and Billy Yank fight ?;ENTITY
3181;Who is section manager for guidance and control systems at JPL ?;HUMAN
3182;What is Goldfinger 's first name ?;HUMAN
3183;What square is the geographical center of London ?;LOCATION
3184;Which of the following famous people does not paint as a hobby ?;HUMAN
3185;What is the most populated city in the world ?;LOCATION
3186;How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?;NUMERIC
3187;What is the cost of the drugs used in tuberculosis treatments ?;NUMERIC
3188;What does JESSICA mean ?;ABBREVIATION
3189;What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?;ENTITY
3190;Ray Charles is best known for playing what instrument ?;ENTITY
3191;Where did Victor Hugo spend his exile ?;LOCATION
3192;What was Nine Tailors , the television show from 1974 , about ?;DESCRIPTION
3193;How does the Elongated Man know a mystery is afoot ?;DESCRIPTION
3194;What food of the three bears did Goldilocks eat ?;ENTITY
3195;What is Boston Kreme ?;DESCRIPTION
3196;Who should I call to get a tour of the New York Stock Exchange ?;HUMAN
3197;How many airline schools are there in the U.S. ?;NUMERIC
3198;What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?;HUMAN
3199;What is a swatch ?;DESCRIPTION
3200;What does Ouija mean ?;DESCRIPTION
